index	UMLS_CUI	type	
11186	C0977795	drug
11187	C0976641	drug
11188	C0978655	drug
11189	C0688170	drug
11190	C0043483	drug
11191	C1967826	drug
11192	C0981510	drug
11193	C0979617	drug
11194	C4058830	drug
11195	C0977618	drug
11196	C0978571	drug
11197	C4048361	drug
11198	C0976017	drug
11199	C1572359	drug
11200	C4281894	drug
11201	C2938761	drug
11202	C0978899	drug
11203	C0781381	drug
11204	C4048377	drug
11205	C0540776	drug
11206	C2368985	drug
11207	C3668784	drug
11208	C0724587	drug
11209	C0975875	drug
11210	C0690216	drug
11211	C0780135	drug
11212	C4476361	drug
11213	C0302583	drug
11214	C0980351	drug
11215	C1271607	drug
11216	C0071554	drug
11217	C0529793	drug
11218	C0977225	drug
11219	C0976737	drug
11220	C3204555	drug
11221	C2980432	drug
11222	C0689452	drug
11223	C1579348	drug
11224	C3666535	drug
11225	C4080638	drug
11226	C1576563	drug
11227	C4019656	drug
11228	C1572649	drug
11229	C1272468	drug
11230	C0042523	drug
11231	C0048044	drug
11232	C4080953	drug
11233	C0979758	drug
11234	C0110038	drug
11235	C1576465	drug
11236	C0978537	drug
11237	C0982224	drug
11238	C0975674	drug
11239	C0976381	drug
11240	C4048577	drug
11241	C0688870	drug
11242	C0304368	drug
11243	C0977394	drug
11244	C0139449	drug
11245	C0938675	drug
11246	C1711929	drug
11247	C0773288	drug
11248	C1814230	drug
11249	C0689676	drug
11250	C0040207	drug
11251	C0981273	drug
11252	C0979641	drug
11253	C0981932	drug
11254	C0991715	drug
11255	C0981452	drug
11256	C2756439	drug
11257	C0977436	drug
11258	C0107497	drug
11259	C0974997	drug
11260	C0040602	drug
11261	C0982787	drug
11262	C4048675	drug
11263	C0876769	drug
11264	C0039925	drug
11265	C1601701	drug
11266	C0977805	drug
11267	C0013974	drug
11268	C0979997	drug
11269	C1827614	drug
11270	C0980575	drug
11271	C1455147	drug
11272	C0981582	drug
11273	C4048897	drug
11274	C1966384	drug
11275	C1177113	drug
11276	C0216971	drug
11277	C0771297	drug
11278	C0980088	drug
11279	C0979584	drug
11280	C0976872	drug
11281	C0978572	drug
11282	C0980224	drug
11283	C1329326	drug
11284	C1720918	drug
11285	C0979341	drug
11286	C3871507	drug
11287	C0082966	drug
11288	C1322120	drug
11289	C0974579	drug
11290	C0979921	drug
11291	C1321921	drug
11292	C0002711	drug
11293	C0977870	drug
11294	C4324860	drug
11295	C0978699	drug
11296	C0282144	drug
11297	C4048917	drug
11298	C0700415	drug
11299	C3666324	drug
11300	C0030827	drug
11301	C0282042	drug
11302	C4056917	drug
11303	C1177079	drug
11304	C0976891	drug
11305	C0689819	drug
11306	C1669130	drug
11307	C0690148	drug
11308	C0792513	drug
11309	C4048972	drug
11310	C0690587	drug
11311	C0980633	drug
11312	C0975344	drug
11313	C0980505	drug
11314	C0106575	drug
11315	C0979926	drug
11316	C0032478	drug
11317	C0935989	drug
11318	C0980638	drug
11319	C0979678	drug
11320	C4282172	drug
11321	C0994643	drug
11322	C0703459	drug
11323	C0693241	drug
11324	C0590811	drug
11325	C3182932	drug
11326	C2727854	drug
11327	C0977760	drug
11328	C0777393	drug
11329	C1619629	drug
11330	C0700545	drug
11331	C0979874	drug
11332	C0982736	drug
11333	C2919267	drug
11334	C0979662	drug
11335	C0778351	drug
11336	C0012695	drug
11337	C3817524	drug
11338	C1168695	drug
11339	C0075503	drug
11340	C1374060	drug
11341	C0977650	drug
11342	C0975552	drug
11343	C2911981	drug
11344	C4238499	drug
11345	C0994939	drug
11346	C0980849	drug
11347	C0975047	drug
11348	C0977659	drug
11349	C2731886	drug
11350	C0703263	drug
11351	C0050451	drug
11352	C1572087	drug
11353	C0981505	drug
11354	C0976087	drug
11355	C3888137	drug
11356	C0978556	drug
11357	C0086140	drug
11358	C0784700	drug
11359	C1329149	drug
11360	C0689137	drug
11361	C0690276	drug
11362	C0795635	drug
11363	C2920083	drug
11364	C0980694	drug
11365	C2364827	drug
11366	C0029309	drug
11367	C0790234	drug
11368	C0977428	drug
11369	C0977488	drug
11370	C0976910	drug
11371	C2001271	drug
11372	C0981655	drug
11373	C2682375	drug
11374	C0689263	drug
11375	C2608550	drug
11376	C0875717	drug
11377	C0939603	drug
11378	C0980251	drug
11379	C4048446	drug
11380	C2341697	drug
11381	C1329004	drug
11382	C1572601	drug
11383	C0771892	drug
11384	C0692386	drug
11385	C0689433	drug
11386	C1337242	drug
11387	C0689396	drug
11388	C0305048	drug
11389	C0356321	drug
11390	C4056975	drug
11391	C2747110	drug
11392	C0127514	drug
11393	C0776624	drug
11394	C3475316	drug
11395	C0784710	drug
11396	C1723995	drug
11397	C0994433	drug
11398	C0938978	drug
11399	C1996471	drug
11400	C0358005	drug
11401	C1828792	drug
11402	C0979026	drug
11403	C2979265	drug
11404	C0991745	drug
11405	C0991687	drug
11406	C0596004	drug
11407	C0012133	drug
11408	C0873286	drug
11409	C0775768	drug
11410	C2718496	drug
11411	C0974972	drug
11412	C4282203	drug
11413	C0981941	drug
11414	C3497232	drug
11415	C0687967	drug
11416	C1572652	drug
11417	C0776544	drug
11418	C0771774	drug
11419	C3191840	drug
11420	C0980581	drug
11421	C0008296	drug
11422	C0978000	drug
11423	C0036079	drug
11424	C0792594	drug
11425	C0981325	drug
11426	C0975122	drug
11427	C0205992	drug
11428	C1298544	drug
11429	C0001047	drug
11430	C0688000	drug
11431	C0976541	drug
11432	C0789741	drug
11433	C0980674	drug
11434	C0776113	drug
11435	C1949280	drug
11436	C0975120	drug
11437	C3154711	drug
11438	C0979942	drug
11439	C0688484	drug
11440	C0687872	drug
11441	C0304369	drug
11442	C1595262	drug
11443	C0978336	drug
11444	C0691901	drug
11445	C0975262	drug
11446	C0981446	drug
11447	C0777721	drug
11448	C1272463	drug
11449	C4282116	drug
11450	C0977008	drug
11451	C0021641	drug
11452	C3848906	drug
11453	C2709679	drug
11454	C0774577	drug
11455	C0975083	drug
11456	C0977351	drug
11457	C1675326	drug
11458	C0874353	drug
11459	C0794153	drug
11460	C0016327	drug
11461	C0353940	drug
11462	C0690280	drug
11463	C1445779	drug
11464	C0974954	drug
11465	C0981684	drug
11466	C0980697	drug
11467	C0162725	drug
11468	C0980138	drug
11469	C0980294	drug
11470	C1965964	drug
11471	C0977056	drug
11472	C0979540	drug
11473	C2266956	drug
11474	C0282053	drug
11475	C0976024	drug
11476	C0065180	drug
11477	C4238883	drug
11478	C3154288	drug
11479	C0033254	drug
11480	C0975364	drug
11481	C4237944	drug
11482	C0979027	drug
11483	C1164982	drug
11484	C0700459	drug
11485	C0781410	drug
11486	C0353433	drug
11487	C0690636	drug
11488	C1532851	drug
11489	C0977856	drug
11490	C0688787	drug
11491	C0979815	drug
11492	C2701206	drug
11493	C4056927	drug
11494	C2727298	drug
11495	C2363297	drug
11496	C0982504	drug
11497	C0980537	drug
11498	C0033308	drug
11499	C1576461	drug
11500	C0007047	drug
11501	C0703033	drug
11502	C0011810	drug
11503	C1612869	drug
11504	C0976370	drug
11505	C1168654	drug
11506	C0028017	drug
11507	C0694149	drug
11508	C0974958	drug
11509	C0980715	drug
11510	C0715900	drug
11511	C0981252	drug
11512	C0780212	drug
11513	C2723528	drug
11514	C0016280	drug
11515	C2918895	drug
11516	C0981749	drug
11517	C3832635	drug
11518	C2918903	drug
11519	C3192266	drug
11520	C0979007	drug
11521	C0353936	drug
11522	C1298422	drug
11523	C0976005	drug
11524	C0976906	drug
11525	C0716428	drug
11526	C0979780	drug
11527	C4020390	drug
11528	C1712070	drug
11529	C0136123	drug
11530	C0980255	drug
11531	C0702849	drug
11532	C0975319	drug
11533	C0974227	drug
11534	C0689624	drug
11535	C1572672	drug
11536	C0979108	drug
11537	C4282291	drug
11538	C0979630	drug
11539	C1724166	drug
11540	C1711936	drug
11541	C0008845	drug
11542	C0110462	drug
11543	C0977413	drug
11544	C0025893	drug
11545	C0030829	drug
11546	C3486192	drug
11547	C0875949	drug
11548	C0785046	drug
11549	C3652284	drug
11550	C1813768	drug
11551	C0873424	drug
11552	C0978311	drug
11553	C1329119	drug
11554	C0789395	drug
11555	C0674432	drug
11556	C4238813	drug
11557	C1591208	drug
11558	C0075632	drug
11559	C0284906	drug
11560	C0783377	drug
11561	C1877854	drug
11562	C0981187	drug
11563	C0994489	drug
11564	C0979755	drug
11565	C0977457	drug
11566	C0022176	drug
11567	C0978058	drug
11568	C0699481	drug
11569	C1169840	drug
11570	C0687856	drug
11571	C3887833	drug
11572	C0977240	drug
11573	C4017966	drug
11574	C3883467	drug
11575	C0976462	drug
11576	C0009002	drug
11577	C1996407	drug
11578	C0979542	drug
11579	C1948915	drug
11580	C2930102	drug
11581	C1966259	drug
11582	C0008269	drug
11583	C0691955	drug
11584	C0978619	drug
11585	C0976563	drug
11586	C0689381	drug
11587	C0785399	drug
11588	C0006710	drug
11589	C0937762	drug
11590	C2955209	drug
11591	C0689504	drug
11592	C0689441	drug
11593	C0982912	drug
11594	C0980709	drug
11595	C0304311	drug
11596	C0732511	drug
11597	C0688798	drug
11598	C0690433	drug
11599	C3888036	drug
11600	C0980454	drug
11601	C0977174	drug
11602	C0147008	drug
11603	C0982086	drug
11604	C0703109	drug
11605	C1328071	drug
11606	C0016366	drug
11607	C1329054	drug
11608	C0980687	drug
11609	C0002144	drug
11610	C0975958	drug
11611	C0976534	drug
11612	C0704881	drug
11613	C0065023	drug
11614	C0690142	drug
11615	C1967606	drug
11616	C0978635	drug
11617	C0976825	drug
11618	C0692485	drug
11619	C1320130	drug
11620	C0023870	drug
11621	C0595398	drug
11622	C0024027	drug
11623	C1812987	drug
11624	C0977747	drug
11625	C0003993	drug
11626	C2718598	drug
11627	C0974804	drug
11628	C0361215	drug
11629	C0705994	drug
11630	C4058346	drug
11631	C0975710	drug
11632	C0702884	drug
11633	C2724225	drug
11634	C0969589	drug
11635	C0005098	drug
11636	C2719430	drug
11637	C0981732	drug
11638	C1572795	drug
11639	C1383389	drug
11640	C0700471	drug
11641	C0979547	drug
11642	C0145942	drug
11643	C1509694	drug
11644	C4080632	drug
11645	C0979932	drug
11646	C0976137	drug
11647	C0776406	drug
11648	C0981532	drug
11649	C4291390	drug
11650	C0693823	drug
11651	C2683941	drug
11652	C0050559	drug
11653	C3504956	drug
11654	C3268163	drug
11655	C0017861	drug
11656	C3887827	drug
11657	C1319657	drug
11658	C0980595	drug
11659	C1813193	drug
11660	C2724701	drug
11661	C0590154	drug
11662	C1590998	drug
11663	C0975235	drug
11664	C4301005	drug
11665	C0087097	drug
11666	C0001275	drug
11667	C3495454	drug
11668	C0030776	drug
11669	C1874620	drug
11670	C4083129	drug
11671	C0978678	drug
11672	C2343042	drug
11673	C4083459	drug
11674	C0691130	drug
11675	C1177615	drug
11676	C3872026	drug
11677	C0705868	drug
11678	C1169997	drug
11679	C1177458	drug
11680	C0688826	drug
11681	C3467991	drug
11682	C3504761	drug
11683	C2917326	drug
11684	C0011782	drug
11685	C0982792	drug
11686	C0981489	drug
11687	C0072869	drug
11688	C0981568	drug
11689	C0690845	drug
11690	C0974201	drug
11691	C0982022	drug
11692	C0975323	drug
11693	C0976106	drug
11694	C0974294	drug
11695	C3247215	drug
11696	C1828758	drug
11697	C0038149	drug
11698	C2948095	drug
11699	C4048848	drug
11700	C0938631	drug
11701	C0012288	drug
11702	C2341699	drug
11703	C0026549	drug
11704	C1177773	drug
11705	C0060246	drug
11706	C0030883	drug
11707	C4082775	drug
11708	C2702168	drug
11709	C0690421	drug
11710	C4026038	drug
11711	C4083447	drug
11712	C0976652	drug
11713	C0886658	drug
11714	C3817075	drug
11715	C0709785	drug
11716	C0706006	drug
11717	C2370357	drug
11718	C3817239	drug
11719	C0360174	drug
11720	C0288672	drug
11721	C1876827	drug
11722	C3534996	drug
11723	C0980011	drug
11724	C0709150	drug
11725	C0043668	drug
11726	C0978046	drug
11727	C1700832	drug
11728	C0120446	drug
11729	C0687887	drug
11730	C0981545	drug
11731	C0688418	drug
11732	C0705395	drug
11733	C0690623	drug
11734	C2745986	drug
11735	C0887621	drug
11736	C0979221	drug
11737	C0006681	drug
11738	C1701455	drug
11739	C3264776	drug
11740	C3643163	drug
11741	C2919959	drug
11742	C0700462	drug
11743	C1640755	drug
11744	C4082709	drug
11745	C0974225	drug
11746	C0978346	drug
11747	C0982907	drug
11748	C3667598	drug
11749	C1699861	drug
11750	C4281903	drug
11751	C0034282	drug
11752	C0691368	drug
11753	C0792497	drug
11754	C0689307	drug
11755	C1697123	drug
11756	C3714824	drug
11757	C0975745	drug
11758	C0976776	drug
11759	C0977098	drug
11760	C0546858	drug
11761	C0979179	drug
11762	C0068897	drug
11763	C0949359	drug
11764	C0027607	drug
11765	C0771194	drug
11766	C2934193	drug
11767	C0978084	drug
11768	C3183667	drug
11769	C0774447	drug
11770	C0978888	drug
11771	C0981224	drug
11772	C0689144	drug
11773	C2366195	drug
11774	C0981518	drug
11775	C0974619	drug
11776	C0978475	drug
11777	C4033644	drug
11778	C0979158	drug
11779	C1614600	drug
11780	C0693265	drug
11781	C0030438	drug
11782	C0705865	drug
11783	C2350089	drug
11784	C0974893	drug
11785	C1144149	drug
11786	C1352005	drug
11787	C0688212	drug
11788	C4282375	drug
11789	C0991855	drug
11790	C2365953	drug
11791	C0981441	drug
11792	C1572752	drug
11793	C0980187	drug
11794	C2369107	drug
11795	C1619966	drug
11796	C0981910	drug
11797	C0974995	drug
11798	C0693048	drug
11799	C1164801	drug
11800	C3856005	drug
11801	C0013136	drug
11802	C0974992	drug
11803	C0976804	drug
11804	C0973748	drug
11805	C3535702	drug
11806	C0973931	drug
11807	C0977489	drug
11808	C3888225	drug
11809	C1815761	drug
11810	C0688597	drug
11811	C0977979	drug
11812	C0694292	drug
11813	C0209211	drug
11814	C1164842	drug
11815	C0038742	drug
11816	C0978665	drug
11817	C4048642	drug
11818	C1177112	drug
11819	C1635185	drug
11820	C0727538	drug
11821	C1740879	drug
11822	C0980981	drug
11823	C1118156	drug
11824	C3255412	drug
11825	C0705991	drug
11826	C0979713	drug
11827	C0126791	drug
11828	C3871625	drug
11829	C1319663	drug
11830	C1177951	drug
11831	C2684243	drug
11832	C0975738	drug
11833	C0687812	drug
11834	C0163657	drug
11835	C0979632	drug
11836	C3282652	drug
11837	C4490585	drug
11838	C0691834	drug
11839	C3815571	drug
11840	C0980085	drug
11841	C0043603	drug
11842	C0980237	drug
11843	C1873567	drug
11844	C0991820	drug
11845	C1724059	drug
11846	C0978977	drug
11847	C0688838	drug
11848	C2920197	drug
11849	C1623488	drug
11850	C3531450	drug
11851	C3820088	drug
11852	C1876838	drug
11853	C1164746	drug
11854	C0977660	drug
11855	C0977584	drug
11856	C2722456	drug
11857	C2701326	drug
11858	C0979661	drug
11859	C0032483	drug
11860	C0976636	drug
11861	C0979380	drug
11862	C0074529	drug
11863	C0702666	drug
11864	C1968379	drug
11865	C3204681	drug
11866	C0690135	drug
11867	C0693534	drug
11868	C4073599	drug
11869	C1120106	drug
11870	C0693605	drug
11871	C0006050	drug
11872	C2963047	drug
11873	C0976522	drug
11874	C1724251	drug
11875	C0031862	drug
11876	C3505766	drug
11877	C0034266	drug
11878	C0980051	drug
11879	C0976026	drug
11880	C1613996	drug
11881	C0033473	drug
11882	C1572233	drug
11883	C0353644	drug
11884	C3264626	drug
11885	C0690870	drug
11886	C4530832	drug
11887	C0973751	drug
11888	C1329023	drug
11889	C4529363	drug
11890	C3162898	drug
11891	C2710526	drug
11892	C0977208	drug
11893	C0976368	drug
11894	C0976384	drug
11895	C4293929	drug
11896	C0689360	drug
11897	C0980236	drug
11898	C0770920	drug
11899	C0691279	drug
11900	C1713402	drug
11901	C0071214	drug
11902	C4050798	drug
11903	C0071844	drug
11904	C0981485	drug
11905	C3695403	drug
11906	C0689019	drug
11907	C0691450	drug
11908	C0361079	drug
11909	C0282227	drug
11910	C2920356	drug
11911	C2718487	drug
11912	C4083807	drug
11913	C0980078	drug
11914	C1967827	drug
11915	C0357995	drug
11916	C0981778	drug
11917	C0980146	drug
11918	C0688426	drug
11919	C0980728	drug
11920	C0886549	drug
11921	C0781573	drug
11922	C0975414	drug
11923	C1572740	drug
11924	C4058238	drug
11925	C0909839	drug
11926	C4073591	drug
11927	C0041041	drug
11928	C0982443	drug
11929	C0974886	drug
11930	C0077770	drug
11931	C1615630	drug
11932	C0025659	drug
11933	C1724046	drug
11934	C0055014	drug
11935	C2586755	drug
11936	C0126120	drug
11937	C0712079	drug
11938	C2979805	drug
11939	C0687999	drug
11940	C0282391	drug
11941	C4080560	drug
11942	C0709173	drug
11943	C0009008	drug
11944	C0974915	drug
11945	C3181682	drug
11946	C0282072	drug
11947	C0981051	drug
11948	C0974584	drug
11949	C0015772	drug
11950	C0979388	drug
11951	C0976150	drug
11952	C0976831	drug
11953	C3496852	drug
11954	C0781579	drug
11955	C0052657	drug
11956	C0688561	drug
11957	C1349116	drug
11958	C1099776	drug
11959	C0977733	drug
11960	C0022938	drug
11961	C0977235	drug
11962	C1177061	drug
11963	C4082885	drug
11964	C1638296	drug
11965	C0973880	drug
11966	C3264869	drug
11967	C2740672	drug
11968	C0005404	drug
11969	C0974531	drug
11970	C0976347	drug
11971	C2240974	drug
11972	C0981815	drug
11973	C0937622	drug
11974	C0976718	drug
11975	C0978335	drug
11976	C0687939	drug
11977	C3496846	drug
11978	C1828665	drug
11979	C0285590	drug
11980	C1168814	drug
11981	C0022860	drug
11982	C0981359	drug
11983	C3887853	drug
11984	C0033216	drug
11985	C4318049	drug
11986	C1272548	drug
11987	C0978262	drug
11988	C1168674	drug
11989	C0977058	drug
11990	C1967668	drug
11991	C0975231	drug
11992	C0980018	drug
11993	C0724580	drug
11994	C0786604	drug
11995	C1178296	drug
11996	C0053882	drug
11997	C0702289	drug
11998	C2917372	drug
11999	C0077089	drug
12000	C0034235	drug
12001	C0982437	drug
12002	C1532755	drug
12003	C4282298	drug
12004	C0976782	drug
12005	C0979271	drug
12006	C3887905	drug
12007	C4048983	drug
12008	C0979003	drug
12009	C0009262	drug
12010	C0978496	drug
12011	C1276737	drug
12012	C0690401	drug
12013	C3848698	drug
12014	C2710125	drug
12015	C1615074	drug
12016	C0022635	drug
12017	C0974392	drug
12018	C0976842	drug
12019	C0979008	drug
12020	C4294573	drug
12021	C3154245	drug
12022	C0973944	drug
12023	C0286650	drug
12024	C0980563	drug
12025	C0978491	drug
12026	C0772977	drug
12027	C0065649	drug
12028	C0978519	drug
12029	C0975247	drug
12030	C0776375	drug
12031	C0531104	drug
12032	C3651421	drug
12033	C4281848	drug
12034	C3496189	drug
12035	C0788106	drug
12036	C3888017	drug
12037	C3663390	drug
12038	C3247293	drug
12039	C1165021	drug
12040	C0981322	drug
12041	C3666540	drug
12042	C0778051	drug
12043	C4033643	drug
12044	C0011777	drug
12045	C0979177	drug
12046	C1276932	drug
12047	C0688243	drug
12048	C4018723	drug
12049	C4281901	drug
12050	C0980315	drug
12051	C1273269	drug
12052	C0977066	drug
12053	C0540623	drug
12054	C0974390	drug
12055	C0938594	drug
12056	C3249118	drug
12057	C1572280	drug
12058	C0979691	drug
12059	C0076836	drug
12060	C0977368	drug
12061	C0022267	drug
12062	C0040879	drug
12063	C0060241	drug
12064	C0016343	drug
12065	C0350279	drug
12066	C2701282	drug
12067	C0975059	drug
12068	C3536339	drug
12069	C0052429	drug
12070	C2346396	drug
12071	C0005575	drug
12072	C3642427	drug
12073	C0792408	drug
12074	C0013530	drug
12075	C2317377	drug
12076	C0702394	drug
12077	C2341732	drug
12078	C0982017	drug
12079	C1814983	drug
12080	C0781943	drug
12081	C1576769	drug
12082	C0069739	drug
12083	C0981681	drug
12084	C0978607	drug
12085	C4282236	drug
12086	C1321185	drug
12087	C0011816	drug
12088	C0692493	drug
12089	C0974161	drug
12090	C3652287	drug
12091	C0980132	drug
12092	C0121902	drug
12093	C4281897	drug
12094	C0724710	drug
12095	C0978232	drug
12096	C4056020	drug
12097	C0936177	drug
12098	C1875890	drug
12099	C0976342	drug
12100	C0981121	drug
12101	C0690469	drug
12102	C0980818	drug
12103	C0703942	drug
12104	C0688143	drug
12105	C4476371	drug
12106	C0031237	drug
12107	C0974230	drug
12108	C0732206	drug
12109	C0700481	drug
12110	C0981124	drug
12111	C0022614	drug
12112	C0994455	drug
12113	C0282140	drug
12114	C3184486	drug
12115	C0213771	drug
12116	C3887868	drug
12117	C1948510	drug
12118	C3264760	drug
12119	C0016330	drug
12120	C2741606	drug
12121	C3888219	drug
12122	C0978423	drug
12123	C0687962	drug
12124	C0974186	drug
12125	C1968012	drug
12126	C0029983	drug
12127	C0031923	drug
12128	C3818906	drug
12129	C1816184	drug
12130	C0976711	drug
12131	C1588700	drug
12132	C0689910	drug
12133	C0692180	drug
12134	C0976758	drug
12135	C0379199	drug
12136	C1591343	drug
12137	C0977948	drug
12138	C0753645	drug
12139	C4282282	drug
12140	C0687830	drug
12141	C0936159	drug
12142	C0978054	drug
12143	C0982226	drug
12144	C0792962	drug
12145	C0991712	drug
12146	C3179535	drug
12147	C2608681	drug
12148	C0077004	drug
12149	C0693578	drug
12150	C0025746	drug
12151	C4306826	drug
12152	C0978549	drug
12153	C1145687	drug
12154	C0693738	drug
12155	C0982319	drug
12156	C0355699	drug
12157	C4519628	drug
12158	C0979084	drug
12159	C0978134	drug
12160	C0975773	drug
12161	C2719740	drug
12162	C4521085	drug
12163	C0786175	drug
12164	C3701200	drug
12165	C1168779	drug
12166	C0056391	drug
12167	C4551841	drug
12168	C0027373	drug
12169	C0386393	drug
12170	C0688911	drug
12171	C0976016	drug
12172	C0030800	drug
12173	C0976697	drug
12174	C0780737	drug
12175	C0690527	drug
12176	C0975358	drug
12177	C0981417	drug
12178	C1164912	drug
12179	C0040341	drug
12180	C0978135	drug
12181	C0092801	drug
12182	C0978146	drug
12183	C0978064	drug
12184	C1177129	drug
12185	C0780243	drug
12186	C0974899	drug
12187	C0976205	drug
12188	C0976712	drug
12189	C1168934	drug
12190	C0059561	drug
12191	C4489879	drug
12192	C0025179	drug
12193	C0975780	drug
12194	C0995029	drug
12195	C0043393	drug
12196	C4281945	drug
12197	C3709639	drug
12198	C0162745	drug
12199	C0874210	drug
12200	C0981382	drug
12201	C2718335	drug
12202	C0991691	drug
12203	C4055109	drug
12204	C0073372	drug
12205	C1948859	drug
12206	C0058831	drug
12207	C0012125	drug
12208	C0974004	drug
12209	C1363117	drug
12210	C0974614	drug
12211	C0773048	drug
12212	C0981370	drug
12213	C3499909	drug
12214	C3695389	drug
12215	C0012381	drug
12216	C0980685	drug
12217	C0977122	drug
12218	C0770638	drug
12219	C0700477	drug
12220	C0981708	drug
12221	C2315873	drug
12222	C0995013	drug
12223	C4521160	drug
12224	C2240796	drug
12225	C0978875	drug
12226	C0033128	drug
12227	C0692836	drug
12228	C1711637	drug
12229	C4083105	drug
12230	C0301383	drug
12231	C0017845	drug
12232	C0979389	drug
12233	C0975356	drug
12234	C0793313	drug
12235	C0982891	drug
12236	C0975617	drug
12237	C0982732	drug
12238	C3536353	drug
12239	C3484805	drug
12240	C2683417	drug
12241	C0693584	drug
12242	C0065148	drug
12243	C2719283	drug
12244	C1161515	drug
12245	C2366402	drug
12246	C0689238	drug
12247	C0689767	drug
12248	C1572345	drug
12249	C3847882	drug
12250	C0982888	drug
12251	C3668465	drug
12252	C0034415	drug
12253	C0981125	drug
12254	C1453933	drug
12255	C0976754	drug
12256	C0068006	drug
12257	C0282261	drug
12258	C1615657	drug
12259	C4301236	drug
12260	C0086073	drug
12261	C0001268	drug
12262	C0873129	drug
12263	C3692746	drug
12264	C0979081	drug
12265	C0732778	drug
12266	C0978440	drug
12267	C0002026	drug
12268	C0064636	drug
12269	C2700665	drug
12270	C0974840	drug
12271	C0720718	drug
12272	C0991887	drug
12273	C0033743	drug
12274	C0020281	drug
12275	C0052865	drug
12276	C2949008	drug
12277	C0981175	drug
12278	C2683937	drug
12279	C0065642	drug
12280	C0053817	drug
12281	C0979820	drug
12282	C0723276	drug
12283	C0975461	drug
12284	C1654661	drug
12285	C3254976	drug
12286	C0781901	drug
12287	C3249862	drug
12288	C0978358	drug
12289	C0689152	drug
12290	C1443641	drug
12291	C3504954	drug
12292	C1572419	drug
12293	C0052759	drug
12294	C0691146	drug
12295	C0014994	drug
12296	C1168728	drug
12297	C3889834	drug
12298	C4056547	drug
12299	C1248424	drug
12300	C0304631	drug
12301	C0980952	drug
12302	C4048654	drug
12303	C3643467	drug
12304	C1586027	drug
12305	C0979314	drug
12306	C0692467	drug
12307	C0689115	drug
12308	C1358771	drug
12309	C3817150	drug
12310	C2973446	drug
12311	C0981433	drug
12312	C0282355	drug
12313	C0974596	drug
12314	C1122962	drug
12315	C0705990	drug
12316	C0980802	drug
12317	C3536844	drug
12318	C0693586	drug
12319	C0688614	drug
12320	C1572401	drug
12321	C0975328	drug
12322	C0978410	drug
12323	C0689528	drug
12324	C0982361	drug
12325	C0976052	drug
12326	C0773181	drug
12327	C0975782	drug
12328	C0903898	drug
12329	C1359886	drug
12330	C1721377	drug
12331	C0980807	drug
12332	C1968405	drug
12333	C3855217	drug
12334	C3464107	drug
12335	C0041920	drug
12336	C3871491	drug
12337	C0151636	disease
12338	C0007020	disease
12339	C0015405	disease
12340	C0039103	disease
12341	C3463824	disease
12342	C0029401	disease
12343	C0040822	disease
12344	C1458155	disease
12345	C1527298	disease
12346	C0004114	disease
12347	C0021295	disease
12348	C0008733	disease
12349	C0026764	disease
12350	C0038218	disease
12351	C0011974	disease
12352	C0042963	disease
12353	C0041227	disease
12354	C0029878	disease
12355	C0018133	disease
12356	C0004239	disease
12357	C0002351	disease
12358	C0079747	disease
12359	C0036262	disease
12360	C0031142	disease
12361	C0010068	disease
12362	C0034186	disease
12363	C1527348	disease
12364	C0020413	disease
12365	C1609538	disease
12366	C0031154	disease
12367	C0011606	disease
12368	C0009021	disease
12369	C0012739	disease
12370	C0600142	disease
12371	C0020598	disease
12372	C0030568	disease
12373	C0011127	disease
12374	C0175167	disease
12375	C0026821	disease
12376	C0949690	disease
12377	C1328479	disease
12378	C0038018	disease
12379	C0042345	disease
12380	C0021368	disease
12381	C0243002	disease
12382	C0458219	disease
12383	C0038160	disease
12384	C0028961	disease
12385	C0018671	disease
12386	C0008677	disease
12387	C0019372	disease
12388	C0023448	disease
12389	C0037280	disease
12390	C0260662	disease
12391	C0079774	disease
12392	C0037930	disease
12393	C3658267	disease
12394	C0600260	disease
12395	C0950123	disease
12396	C0032617	disease
12397	C0017205	disease
12398	C0010678	disease
12399	C0020523	disease
12400	C0023786	disease
12401	C0006413	disease
12402	C0014335	disease
12403	C0525045	disease
12404	C0024121	disease
12405	C0034531	disease
12406	C0008412	disease
12407	C0011226	disease
12408	C0011884	disease
12409	C0029106	disease
12410	C0018794	disease
12411	C0013911	disease
12412	C0019202	disease
12413	C0014743	disease
12414	C0004576	disease
12415	C0024530	disease
12416	C0004030	disease
12417	C0008354	disease
12418	C0009374	disease
12419	C0037997	disease
12420	C0040127	disease
12421	C0027819	disease
12422	C0041325	disease
12423	C0042134	disease
12424	C0553580	disease
12425	C0151827	disease
12426	C0149925	disease
12427	C0034013	disease
12428	C0020433	disease
12429	C0014179	disease
12430	C0238111	disease
12431	C0270851	disease
12432	C0338437	disease
12433	C0041948	disease
12434	C0032580	disease
12435	C0035243	disease
12436	C0001122	disease
12437	C0003864	disease
12438	C0004623	disease
12439	C0014557	disease
12440	C0085593	disease
12441	C0851578	disease
12442	C3887612	disease
12443	C0030186	disease
12444	C0024473	disease
12445	C0002884	disease
12446	C0043253	disease
12447	C0010481	disease
12448	C0023890	disease
12449	C0887833	disease
12450	C0002880	disease
12451	C0042164	disease
12452	C0040147	disease
12453	C0026896	disease
12454	C0007138	disease
12455	C0015397	disease
12456	C0027659	disease
