index	CTD_id	UMLS_CUI	type	
9036	D005620	C0016712	chemical
9037	C052846	C0072146	chemical
9038	D014031	C0040341	chemical
9039	C063509	C0130141	chemical
9040	D012862	C0037248	chemical
9041	C058895	C0088711	chemical
9042	C442865	C1100315	chemical
9043	C029497	C0045341	chemical
9044	C015835	C0058237	chemical
9045	C118296	C0765538	chemical
9046	D016047	C0012132	chemical
9047	C587228	C3849328	chemical
9048	D011342	C0033216	chemical
9049	D015095	C0000407	chemical
9050	C083109	C0219932	chemical
9051	C044642	C0066101	chemical
9052	C025080	C0070477	chemical
9053	C091929	C0015822	chemical
9054	C005563	C0054631	chemical
9055	C054041	C0051928	chemical
9056	C009354	C0075614	chemical
9057	C035851	C0053266	chemical
9058	D010644	C0031444	chemical
9059	C058636	C0054454	chemical
9060	C116917	C0368608	chemical
9061	C583912	C3710878	chemical
9062	C529493	C2354408	chemical
9063	D003992	C0012050	chemical
9064	C022172	C0078849	chemical
9065	D026023	C0070455	chemical
9066	C551661	C1831873	chemical
9067	C084593	C0038807	chemical
9068	D000105	C0001026	chemical
9069	C015802	C0045595	chemical
9070	C507425	C1670800	chemical
9071	D004050	C0012194	chemical
9072	C059571	C0209143	chemical
9073	C021092	C0075262	chemical
9074	C013362	C0605677	chemical
9075	D013626	C0039266	chemical
9076	C484285	C1450753	chemical
9077	C066811	C0081528	chemical
9078	C000944	C0057884	chemical
9079	C052036	C0051484	chemical
9080	C055172	C0378131	chemical
9081	C022192	C0102151	chemical
9082	C085755	C0251693	chemical
9083	C111554	C0673368	chemical
9084	D003998	C0012063	chemical
9085	C028786	C0043891	chemical
9086	C545493	C2745808	chemical
9087	C512471	C1741342	chemical
9088	D008070	C0023810	chemical
9089	C021296	C0046088	chemical
9090	C008473	C0066412	chemical
9091	C082658	C0219095	chemical
9092	C063261	C0081446	chemical
9093	C051895	C0053426	chemical
9094	D022641	C0074449	chemical
9095	C524251	C1999346	chemical
9096	C007500	C0058308	chemical
9097	D005476	C0016368	chemical
9098	D011206	C0032857	chemical
9099	D011802	C0034414	chemical
9100	C000611387	C4309207	chemical
9101	C052228	C0065773	chemical
9102	D009584	C0028158	chemical
9103	C054938	C0066141	chemical
9104	C117268	C1099414	chemical
9105	C586464	C3851397	chemical
9106	D009278	C0027373	chemical
9107	C400786	C1692331	chemical
9108	C025655	C0065152	chemical
9109	D009074	C0026667	chemical
9110	D000069463	C0069449	chemical
9111	C100204	C0064748	chemical
9112	D015525	C0015689	chemical
9113	C015120	C0606530	chemical
9114	D019289	C0072802	chemical
9115	C116673	C0762130	chemical
9116	C054409	C0054233	chemical
9117	C006551	C0045818	chemical
9118	C466913	C1144297	chemical
9119	C413985	C0961093	chemical
9120	C062618	C0075407	chemical
9121	C030667	C0066333	chemical
9122	D015363	C0034428	chemical
9123	C036454	C0076827	chemical
9124	D002772	C0008356	chemical
9125	D005479	C0016375	chemical
9126	C084600	C0016245	chemical
9127	C038958	C0060932	chemical
9128	D013481	C0038836	chemical
9129	C562064	C3254328	chemical
9130	C581040	C3659425	chemical
9131	C006495	C0051614	chemical
9132	C036604	C0116569	chemical
9133	C000488	C0055853	chemical
9134	D007490	C0022059	chemical
9135	C104519	C0536095	chemical
9136	D053119	C1720921	chemical
9137	C052785	C0069562	chemical
9138	D007288	C0021528	chemical
9139	C101280	C0529500	chemical
9140	C077977	C0174883	chemical
9141	C540362	C2715555	chemical
9142	C021974	C0046032	chemical
9143	C015173	C0058415	chemical
9144	C086910	C3489494	chemical
9145	D000627	C0002573	chemical
9146	D058607	C2936462	chemical
9147	C005188	C0065638	chemical
9148	C120040	C0769357	chemical
9149	C002979	C0074299	chemical
9150	C031818	C0059386	chemical
9151	C063302	C0083144	chemical
9152	D000721	C0002823	chemical
9153	C570020	C3490194	chemical
9154	C010893	C0055896	chemical
9155	C010846	C0051528	chemical
9156	C033636	C0284294	chemical
9157	C073738	C0166532	chemical
9158	C521984	C1959330	chemical
9159	D007977	C0023554	chemical
9160	D010636	C0031428	chemical
9161	D011139	C0032613	chemical
9162	C400087	C0909983	chemical
9163	C032368	C0128476	chemical
9164	C486878	C1452382	chemical
9165	C054626	C0073482	chemical
9166	C001446	C0063501	chemical
9167	C005044	C0063127	chemical
9168	C006304	C0044339	chemical
9169	C119324	C0767831	chemical
9170	C044345	C0068025	chemical
9171	D005047	C0015133	chemical
9172	C031280	C0072662	chemical
9173	C106674	C0540413	chemical
9174	D015040	C0043506	chemical
9175	D002443	C0007561	chemical
9176	C462953	C1138550	chemical
9177	C473295	C1175850	chemical
9178	C077646	C0654931	chemical
9179	C110629	C0671372	chemical
9180	C436447	C0874066	chemical
9181	D005688	C0016943	chemical
9182	D002749	C0008290	chemical
9183	D008755	C0025760	chemical
9184	D005520	C0016485	chemical
9185	C439205	C1101534	chemical
9186	C527835	C2352672	chemical
9187	C068679	C0149191	chemical
9188	D002703	C0008172	chemical
9189	C034587	C0055598	chemical
9190	C550005	C2934526	chemical
9191	D003900	C0011710	chemical
9192	D020117	C0072916	chemical
9193	C035208	C0045830	chemical
9194	D004078	C0012271	chemical
9195	C406082	C0917624	chemical
9196	C018566	C0045417	chemical
9197	C540575	C2715766	chemical
9198	C022146	C0044140	chemical
9199	D064730	C0086444	chemical
9200	D003024	C0009079	chemical
9201	C518399	C1869313	chemical
9202	C016215	C0051558	chemical
9203	C012376	C0043681	chemical
9204	C002738	C0068202	chemical
9205	D005998	C0017890	chemical
9206	C086916	C0254085	chemical
9207	D019772	C0146224	chemical
9208	C048360	C0626982	chemical
9209	C106250	C0663644	chemical
9210	C051140	C0063870	chemical
9211	D005054	C0015153	chemical
9212	D018683	C0242900	chemical
9213	C025170	C0044865	chemical
9214	D004096	C0012317	chemical
9215	C472242	C1175035	chemical
9216	D010424	C0030883	chemical
9217	C489827	C1506298	chemical
9218	C098842	C0388360	chemical
9219	C001599	C0055371	chemical
9220	D003630	C0011015	chemical
9221	C406224	C0913246	chemical
9222	C063555	C0081104	chemical
9223	C504377	C1610506	chemical
9224	C006552	C0064280	chemical
9225	C007112	C0056245	chemical
9226	C087896	C0256103	chemical
9227	D010456	C0030957	chemical
9228	D002715	C0008214	chemical
9229	C016767	C0075628	chemical
9230	D011238	C0032949	chemical
9231	D014196	C0040805	chemical
9232	C027641	C0059737	chemical
9233	C056895	C0060454	chemical
9234	D008748	C0025732	chemical
9235	C000593591	C3886017	chemical
9236	D013327	C0038470	chemical
9237	C047444	C0055004	chemical
9238	C005298	C0053114	chemical
9239	D018501	C0003191	chemical
9240	C496347	C1565703	chemical
9241	C009546	C0077089	chemical
9242	C508955	C1702274	chemical
9243	D000077723	C0055003	chemical
9244	C061282	C0092100	chemical
9245	D014307	C0041086	chemical
9246	D008920	C0026218	chemical
9247	C089740	C0754011	chemical
9248	D003973	C0012004	chemical
9249	D006495	C0019139	chemical
9250	C094240	C0254215	chemical
9251	C016797	C0077095	chemical
9252	C060344	C0209210	chemical
9253	C427703	C0966667	chemical
9254	D011353	C0033259	chemical
9255	D000166	C0001186	chemical
9256	C100264	C0059362	chemical
9257	C090068	C0290041	chemical
9258	D012717	C0036847	chemical
9259	C109476	C0668753	chemical
9260	C036423	C0044285	chemical
9261	D004400	C0013360	chemical
9262	C062712	C0046505	chemical
9263	C022131	C0056475	chemical
9264	D019270	C0060765	chemical
9265	D001583	C0005086	chemical
9266	C037913	C0056625	chemical
9267	C412308	C0916646	chemical
9268	C037411	C0053129	chemical
9269	C003677	C0076817	chemical
9270	D000077727	C1120106	chemical
9271	C017652	C0070108	chemical
9272	D003997	C0012062	chemical
9273	C560287	C3178172	chemical
9274	D000975	C0003402	chemical
9275	D018906	C0282532	chemical
9276	C092754	C0295838	chemical
9277	C105311	C0537674	chemical
9278	C057531	C0165117	chemical
9279	D019829	C0132326	chemical
9280	D000900	C0279516	chemical
9281	C115647	C0759933	chemical
9282	D013627	C0039267	chemical
9283	C033595	C0068252	chemical
9284	D002351	C0007289	chemical
9285	C011244	C0127809	chemical
9286	D017341	C0059682	chemical
9287	C517782	C1872203	chemical
9288	C095512	C0663164	chemical
9289	D006895	C3658304	chemical
9290	C413586	C0960911	chemical
9291	C008905	C0070999	chemical
9292	C056641	C0066790	chemical
9293	C037573	C0069821	chemical
9294	C014632	C0046293	chemical
9295	D011220	C0032902	chemical
9296	C023622	C0046584	chemical
9297	C009695	C0078643	chemical
9298	D009118	C0026818	chemical
9299	C547324	C2932067	chemical
9300	D000077596	C0076612	chemical
9301	C000597466	C4044403	chemical
9302	C048460	C0047335	chemical
9303	D001373	C0004472	chemical
9304	C000154	C0600729	chemical
9305	D011801	C0034413	chemical
9306	D000404	C0001888	chemical
9307	D006581	C0019432	chemical
9308	D013232	C0038239	chemical
9309	C050705	C0526121	chemical
9310	D009963	C0029300	chemical
9311	C444426	C1100740	chemical
9312	D008127	C0023961	chemical
9313	C414353	C0961274	chemical
9314	C532150	C2606658	chemical
9315	D003287	C0009924	chemical
9316	C003898	C0045906	chemical
9317	D000074322	C4505220	chemical
9318	C531550	C2316164	chemical
9319	C085215	C0250624	chemical
9320	C046488	C0077204	chemical
9321	D016285	C0079594	chemical
9322	D019256	C0054412	chemical
9323	D006838	C0020242	chemical
9324	D052242	C0389071	chemical
9325	C004691	C0009315	chemical
9326	C004717	C0057676	chemical
9327	D005477	C0016369	chemical
9328	C107602	C0664590	chemical
9329	C041348	C0055948	chemical
9330	C000449	C0047305	chemical
9331	D000997	C0003450	chemical
9332	C097398	C0754250	chemical
9333	C062876	C0209366	chemical
9334	D001627	C0005324	chemical
9335	C017719	C0074794	chemical
9336	C056723	C0060311	chemical
9337	C045365	C0068142	chemical
9338	C561627	C3467876	chemical
9339	C435767	C0728929	chemical
9340	C030107	C0059390	chemical
9341	D009888	C0029105	chemical
9342	C013893	C0073589	chemical
9343	D013999	C0040233	chemical
9344	C007870	C0061590	chemical
9345	C011954	C0044522	chemical
9346	D000432	C0001963	chemical
9347	D000584	C0002502	chemical
9348	C466310	C1143964	chemical
9349	C017363	C0062598	chemical
9350	D009640	C0028356	chemical
9351	C100708	C1144403	chemical
9352	C500175	C1568671	chemical
9353	C015068	C0044170	chemical
9354	C105832	C0538724	chemical
9355	C065861	C0642899	chemical
9356	C110820	C1445818	chemical
9357	C008088	C0044410	chemical
9358	C520474	C1957759	chemical
9359	C521629	C1958951	chemical
9360	D009241	C0027235	chemical
9361	D002087	C0006521	chemical
9362	C063942	C0084921	chemical
9363	D019815	C0069715	chemical
9364	D003484	C0010502	chemical
9365	C101425	C0936148	chemical
9366	D001688	C0005522	chemical
9367	C014258	C0094813	chemical
9368	C010229	C0047826	chemical
9369	C000598331	C3896746	chemical
9370	C022826	C0065090	chemical
9371	C508134	C1701004	chemical
9372	C100173	C0056471	chemical
9373	C026987	C0052392	chemical
9374	D004000	C0012074	chemical
9375	C526437	C2351267	chemical
9376	C014986	C0051151	chemical
9377	C053347	C0071883	chemical
9378	C516024	C1873343	chemical
9379	C424127	C0965566	chemical
9380	C048241	C0044097	chemical
9381	C000591022	C3884825	chemical
9382	C507582	C1683692	chemical
9383	C079014	C0212109	chemical
9384	C492600	C1528100	chemical
9385	C027452	C0611762	chemical
9386	C015844	C0058437	chemical
9387	C028610	C0060425	chemical
9388	D014292	C0041037	chemical
9389	C119283	C0767733	chemical
9390	D013864	C0039899	chemical
9391	C065286	C0084503	chemical
9392	D000701	C0002772	chemical
9393	C021080	C0072744	chemical
9394	C031349	C0049894	chemical
9395	C007294	C0048449	chemical
9396	D012834	C0037125	chemical
9397	D014241	C0040905	chemical
9398	C103723	C0534468	chemical
9399	C023818	C0063060	chemical
9400	C523363	C2002593	chemical
9401	D001535	C0004962	chemical
9402	D002193	C0006886	chemical
9403	C079927	C0657562	chemical
9404	C039353	C0058140	chemical
9405	C015301	C0064037	chemical
9406	C054627	C0060581	chemical
9407	C434604	C0969591	chemical
9408	C507134	C1674040	chemical
9409	C551853	C2973934	chemical
9410	C066892	C0082111	chemical
9411	C024318	C0071144	chemical
9412	C061131	C0074391	chemical
9413	C088643	C0257654	chemical
9414	C050898	C0077636	chemical
9415	C052570	C0056836	chemical
9416	C117343	C0763533	chemical
9417	D000077786	C0076840	chemical
9418	C034786	C0053705	chemical
9419	D017312	C0076836	chemical
9420	C543528	C2742796	chemical
9421	C052424	C0630704	chemical
9422	C071738	C0287437	chemical
9423	C575077	C3501427	chemical
9424	C047235	C0067427	chemical
9425	C010491	C0068649	chemical
9426	C095781	C0381837	chemical
9427	C039851	C0047593	chemical
9428	C502230	C1571139	chemical
9429	C073325	C0006466	chemical
9430	D011733	C0034268	chemical
9431	C581106	C3541342	chemical
9432	D016753	C0085295	chemical
9433	C118618	C0766229	chemical
9434	C531958	C2986924	chemical
9435	D016166	C0079381	chemical
9436	D012967	C0037506	chemical
9437	C506598	C1675691	chemical
9438	D006534	C0019220	chemical
9439	C002601	C0376740	chemical
9440	C551468	C2935909	chemical
9441	C084603	C0010589	chemical
9442	C544478	C1616742	chemical
9443	C020731	C0054670	chemical
9444	C082887	C0219525	chemical
9445	C095932	C0382159	chemical
9446	C096910	C0384209	chemical
9447	C552526	C2348906	chemical
9448	C030935	C0220794	chemical
9449	D018894	C0282519	chemical
9450	D062065	C0450237	chemical
9451	D000536	C0002371	chemical
9452	D005460	C0016328	chemical
9453	D011318	C0033124	chemical
9454	C511303	C1722797	chemical
9455	C110702	C0671540	chemical
9456	C006242	C0065964	chemical
9457	C093788	C0297960	chemical
9458	C452642	C1121904	chemical
9459	C058508	C0077287	chemical
9460	C029823	C0065984	chemical
9461	C091713	C0293641	chemical
9462	C013567	C0044681	chemical
9463	C046000	C0066608	chemical
9464	C079321	C0656901	chemical
9465	C090826	C0291742	chemical
9466	C006104	C0077603	chemical
9467	C504726	C1612771	chemical
9468	D013691	C0039462	chemical
9469	C066716	C0082890	chemical
9470	C000594958	C4042683	chemical
9471	C009935	C0071839	chemical
9472	D002368	C0007343	chemical
9473	D003006	C0009026	chemical
9474	C042041	C0047317	chemical
9475	D016595	C0085174	chemical
9476	D044004	C1257855	chemical
9477	D003879	C0011625	chemical
9478	C524699	C2001680	chemical
9479	C014596	C0046749	chemical
9480	C521279	C1958576	chemical
9481	D010880	C0031960	chemical
9482	C065380	C0081411	chemical
9483	C027753	C0068191	chemical
9484	C028457	C0056643	chemical
9485	C031637	C0031434	chemical
9486	C038983	C0043941	chemical
9487	C403769	C0592532	chemical
9488	C096012	C0382336	chemical
9489	C544831	C2698272	chemical
9490	D005897	C0017592	chemical
9491	C013690	C0075351	chemical
9492	D008719	C0025654	chemical
9493	C414354	C0961275	chemical
9494	C038462	C0074444	chemical
9495	C549568	C2934123	chemical
9496	D022542	C0065828	chemical
9497	C551454	C2935890	chemical
9498	C040081	C0044411	chemical
9499	C005082	C0069043	chemical
9500	C100118	C0063266	chemical
9501	C082359	C0218499	chemical
9502	C033158	C0038784	chemical
9503	D014425	C0041411	chemical
9504	C426066	C0966211	chemical
9505	C010709	C0044002	chemical
9506	C060154	C0057163	chemical
9507	D010710	C0031603	chemical
9508	C047340	C0064870	chemical
9509	C047116	C0625788	chemical
9510	D001581	C0005084	chemical
9511	C007193	C0056764	chemical
9512	D001464	C0004749	chemical
9513	C093373	C0663099	chemical
9514	D004876	C0014707	chemical
9515	C553340	C2974509	chemical
9516	C503634	C1620014	chemical
9517	C416661	C0962391	chemical
9518	C014184	C0074085	chemical
9519	C072336	C0649166	chemical
9520	C025145	C0098524	chemical
9521	D013831	C0039840	chemical
9522	D002745	C0008283	chemical
9523	C042896	C0059745	chemical
9524	D001286	C0004260	chemical
9525	C486184	C1451882	chemical
9526	C066791	C0286882	chemical
9527	D011744	C0034290	chemical
9528	C059006	C0075807	chemical
9529	C011048	C0069306	chemical
9530	C513485	C1742968	chemical
9531	C054999	C0043597	chemical
9532	C508762	C1701754	chemical
9533	C059362	C0130173	chemical
9534	C097558	C0385603	chemical
9535	D008552	C0025223	chemical
9536	C095284	C0380770	chemical
9537	C530049	C2355005	chemical
9538	C016131	C0076181	chemical
9539	C059685	C0067116	chemical
9540	D014271	C0040987	chemical
9541	D013654	C0039350	chemical
9542	C059240	C0093437	chemical
9543	D019271	C0020684	chemical
9544	D014050	C0040383	chemical
9545	D000069450	C1456408	chemical
9546	C000847	C0057159	chemical
9547	C060751	C0077966	chemical
9548	C013962	C0058273	chemical
9549	C093233	C0296806	chemical
9550	C411827	C0916295	chemical
9551	C053742	C0073601	chemical
9552	C017139	C0044131	chemical
9553	C103998	C0357131	chemical
9554	C068032	C0120252	chemical
9555	C025643	C0078245	chemical
9556	C010024	C0048055	chemical
9557	D009173	C0026933	chemical
9558	C006923	C0054837	chemical
9559	C065734	C0080448	chemical
9560	C514793	C0917719	chemical
9561	D009599	C0028193	chemical
9562	C464660	C1143018	chemical
9563	D000348	C0001734	chemical
9564	C012195	C4309358	chemical
9565	C036216	C0015075	chemical
9566	C011030	C0069761	chemical
9567	D009638	C0028351	chemical
9568	C111757	C0673828	chemical
9569	C587274	C3850928	chemical
9570	C519817	C1957091	chemical
9571	C512196	C1723699	chemical
9572	D008741	C0025706	chemical
9573	C034221	C0054858	chemical
9574	C511224	C1722716	chemical
9575	C097949	C0370232	chemical
9576	C000603500	C4079600	chemical
9577	C528797	C2353678	chemical
9578	C436643	C1097856	chemical
9579	D056831	C0596913	chemical
9580	D056128	C0311277	disease
9581	D009461	C0027854	disease
9582	D014355	C0041234	disease
9583	D001883	C0006012	disease
9584	D009165	C0026919	disease
9585	D058922	C0278601	disease
9586	D053627	C0403823	disease
9587	D044342	C0162429	disease
9588	D003876	C0011615	disease
9589	D020766	C0752140	disease
9590	D003111	C0009376	disease
9591	D000848	C0399352	disease
9592	D056151	C2717792	disease
9593	D008586	C0025295	disease
9594	D000077274	C2931822	disease
9595	D011000	C0032238	disease
9596	D045169	C1175175	disease
9597	D018197	C0206624	disease
9598	D008946	C0026269	disease
9599	D008569	C0025261	disease
9600	D004195	C0012644	disease
9601	D012811	C0037073	disease
9602	D009175	C0026936	disease
9603	D000789	C0002965	disease
9604	D009202	C0878544	disease
9605	D000370	C2364111	disease
9606	D005218	C0015668	disease
9607	C536353	C3887523	disease
9608	D050798	C1262087	disease
9609	D014597	C0042143	disease
9610	D015823	C0000880	disease
9611	D048968	C0312416	disease
9612	D020953	C0752342	disease
9613	D012208	C0035412	disease
9614	C565891	C1859372	disease
9615	D018876	C0282504	disease
9616	D001024	C0003507	disease
9617	D005534	C0016510	disease
9618	D046110	C0852036	disease
9619	D006228	C0018566	disease
9620	D007000	C0020607	disease
9621	D044483	C1257915	disease
9622	D005128	C0015397	disease
9623	D018442	C0242647	disease
9624	D015840	C0028866	disease
9625	D054549	C1739395	disease
9626	D002056	C0006434	disease
9627	C535581	C1854063	disease
9628	D020773	C0393735	disease
9629	D013217	C0038187	disease
9630	D007019	C0020639	disease
9631	D014625	C0042258	disease
9632	D003015	C0009062	disease
9633	D009232	C0027149	disease
9634	D017545	C0162872	disease
9635	D012507	C0036202	disease
9636	D010005	C0029412	disease
9637	D011644	C0034040	disease
9638	D008548	C0025209	disease
9639	D013971	C0040156	disease
9640	D001661	C0005426	disease
9641	D005921	C0017658	disease
9642	D014067	C0040422	disease
9643	D055370	C0273115	disease
9644	D001017	C0003492	disease
9645	D010489	C0031037	disease
9646	D018318	C0206728	disease
9647	D004756	C0014347	disease
9648	D012078	C0035066	disease
9649	D003699	C0011226	disease
9650	D056824	C2717899	disease
9651	D020774	C0236642	disease
9652	D053159	C0013428	disease
9653	D012514	C0036220	disease
9654	D016757	C0085298	disease
9655	D020795	C0085636	disease
9656	D004942	C0014869	disease
9657	D018979	C0238190	disease
9658	D001752	C0005699	disease
9659	D011201	C0032851	disease
9660	D012829	C0037116	disease
9661	C536901	C2584778	disease
9662	D012553	C0276926	disease
9663	D007015	C0020631	disease
9664	D001941	C0006145	disease
9665	C535933	C4551898	disease
9666	D023921	C0242231	disease
9667	C535438	C2930902	disease
9668	D004751	C0014335	disease
9669	D055963	C1319853	disease
9670	D003963	C0011974	disease
9671	D014009	C0040261	disease
9672	D058225	C2936349	disease
9673	D017695	C0037578	disease
9674	D000038	C0000833	disease
9675	D005234	C0015695	disease
9676	D000756	C0002896	disease
9677	D014134	C0040582	disease
9678	D006327	C0018794	disease
9679	D018754	C0242973	disease
9680	D005549	C0016549	disease
9681	D054220	C1955869	disease
9682	D013706	C0039496	disease
9683	D001649	C0005395	disease
9684	D009916	C0029182	disease
9685	D014277	C0040997	disease
9686	D020031	C0149678	disease
9687	D007022	C0020649	disease
9688	D012003	C0034884	disease
9689	D010243	C0522224	disease
9690	D003218	C0009663	disease
9691	D006408	C0018946	disease
9692	D015817	C0015403	disease
9693	D001437	C0004659	disease
9694	D066087	C0701826	disease
9695	D005350	C0016045	disease
9696	D015792	C0035313	disease
9697	D008269	C0271051	disease
9698	D019043	C0282607	disease
9699	D003139	C0009443	disease
9700	D015861	C0035320	disease
9701	D014235	C0040896	disease
9702	D009748	C3714509	disease
9703	D012035	C0034960	disease
9704	D003251	C1261287	disease
9705	D013280	C0038362	disease
9706	D018409	C0149697	disease
9707	D007249	C0021368	disease
9708	D051302	C1399352	disease
9709	D014402	C0041341	disease
9710	D015493	C0030481	disease
9711	D006978	C0020545	disease
9712	D007006	C0020619	disease
9713	D008108	C0023896	disease
9714	D005928	C0017675	disease
9715	D015821	C0015405	disease
9716	D002806	C0008445	disease
9717	D009976	C0029342	disease
9718	D009008	C2713367	disease
9719	D008575	C0025281	disease
9720	D005687	C3665358	disease
9721	D006374	C0018891	disease
9722	D013132	C0037952	disease
9723	D020435	C0751941	disease
9724	D011776	C0034359	disease
9725	D003137	C0009440	disease
9726	D010608	C0031345	disease
9727	D006832	C0020225	disease
9728	D011658	C0034069	disease
9729	D006971	C0020532	disease
9730	D013952	C0040115	disease
9731	D009084	C0026706	disease
9732	D002252	C0392622	disease
9733	D014646	C0042341	disease
9734	D011230	C0032927	disease
9735	D004698	C0014122	disease
9736	D010523	C0031117	disease
9737	D019462	C0042420	disease
9738	D018633	C0242855	disease
9739	D053098	C3536983	disease
9740	D006943	C0020456	disease
9741	C536494	C0220633	disease
9742	D010302	C0030569	disease
9743	D011537	C0033774	disease
9744	D013708	C0039504	disease
9745	D008471	C0025048	disease
9746	D021441	C0887833	disease
9747	D001477	C0004775	disease
9748	D013344	C0038522	disease
9749	D011833	C0034531	disease
9750	D052879	C0221065	disease
9751	D009386	C0027672	disease
9752	C537844	C1266158	disease
9753	D003394	C0010273	disease
9754	D009347	C0027577	disease
9755	D002558	C0007814	disease
9756	D004198	C0012655	disease
9757	D002294	C0007137	disease
9758	D018357	C0035235	disease
9759	C564286	C1842486	disease
9760	D015576	C0020492	disease
9761	D000987	C0003431	disease
9762	D016893	C0007282	disease
9763	D012798	C0037036	disease
9764	D011087	C0032463	disease
9765	D013553	C0039006	disease
9766	D054556	C1861172	disease
9767	D017566	C0206064	disease
9768	D016470	C0004610	disease
9769	D010689	C0031542	disease
9770	D003715	C0011311	disease
9771	D016883	C0011880	disease
9772	D002318	C0007222	disease
9773	D018856	C0282488	disease
9774	D009920	C0029191	disease
9775	D001008	C0003469	disease
9776	D007405	C0021818	disease
9777	D009134	C0026847	disease
9778	D005596	C0016659	disease
9779	D014120	C0040553	disease
9780	D012162	C0035304	disease
9781	C536779	C2931319	disease
9782	D020299	C0751891	disease
9783	D004421	C0013421	disease
9784	D029424	C0024117	disease
9785	D003294	C0009952	disease
9786	D020019	C0338437	disease
9787	D006935	C0020440	disease
9788	D019115	C0238124	disease
9789	D013716	C0039516	disease
9790	D006331	C0018799	disease
9791	D004314	C0013080	disease
9792	D029597	C4551647	disease
9793	D015529	C0008340	disease
9794	D046748	C0877172	disease
9795	D018248	C0206669	disease
9796	D008224	C0024301	disease
9797	D004715	C0014175	disease
9798	D012734	C0036875	disease
9799	D016603	C0085179	disease
9800	D002276	C0007095	disease
9801	D010024	C0029456	disease
9802	D009369	C0027651	disease
9803	D012488	C0036130	disease
9804	D002545	C0007786	disease
9805	D008587	C0025297	disease
9806	D002057	C0006435	disease
9807	D010267	C0030491	disease
9808	D020189	C0751774	disease
9809	D000077277	C0279626	disease
9810	D013125	C0037939	disease
9811	D005132	C0015411	disease
9812	D002547	C0007789	disease
9813	D013122	C0037933	disease
9814	D020511	C0751950	disease
9815	D020267	C0270730	disease
9816	D000137	C0001118	disease
9817	C563739	C1836330	disease
9818	D003330	C0010074	disease
9819	D003457	C0010418	disease
9820	D013733	C0039584	disease
9821	D005401	C0016167	disease
9822	D050500	C0149521	disease
9823	D038062	C0749794	disease
9824	D018827	C0243038	disease
9825	D003233	C0009766	disease
9826	D012214	C0035439	disease
9827	D018488	C0242699	disease
9828	D034161	C0030790	disease
9829	D007968	C0023524	disease
9830	D007662	C0022638	disease
9831	D017789	C0085653	disease
9832	D011024	C0032310	disease
9833	D011488	C0033626	disease
9834	D000071056	C3495676	disease
9835	D006073	C0018099	disease
9836	D003085	C0232488	disease
9837	D018237	C0206660	disease
9838	D012164	C0035309	disease
9839	D002289	C0007131	disease
9840	D008105	C0023892	disease
9841	D001162	C0003851	disease
9842	D007177	C0021141	disease
9843	D058625	C0745744	disease
9844	D016460	C0085074	disease
9845	D010009	C0029422	disease
9846	D013161	C0038000	disease
9847	D016103	C0080179	disease
9848	D014133	C0040580	disease
9849	D001100	C0003708	disease
9850	D017563	C0206062	disease
9851	D006429	C0018991	disease
9852	D006395	C0018924	disease
9853	D020258	C0235032	disease
9854	D019968	C0525047	disease
9855	D005532	C0016508	disease
9856	D000052	C0000889	disease
9857	D008286	C0024523	disease
9858	D009230	C0027145	disease
9859	D015466	C0023474	disease
9860	D054747	C0334663	disease
9861	D006952	C0020479	disease
9862	D010538	C0031154	disease
9863	D002340	C0007273	disease
9864	D008654	C0025500	disease
9865	D011507	C0033687	disease
9866	D001176	C0003886	disease
9867	D020179	C0231311	disease
9868	D020918	C0458219	disease
9869	D007762	C0022893	disease
9870	D006393	C0018922	disease
9871	D001715	C0005591	disease
9872	D010190	C0030297	disease
9873	D007235	C0021295	disease
9874	D000855	C0003123	disease
9875	D024821	C0524620	disease
9876	D007416	C0021845	disease
9877	D018221	C0206646	disease
9878	D001745	C0005686	disease
9879	D004760	C0014356	disease
9880	D017824	C0152244	disease
9881	D010554	C0031212	disease
9882	D001724	C0005612	disease
9883	D002921	C2004491	disease
9884	D009072	C0026654	disease
9885	D055948	C0872084	disease
9886	C535670	C2930972	disease
9887	D048949	C0474368	disease
9888	D058734	C0232100	disease
9889	D006986	C0020579	disease
9890	D005185	C0015558	disease
9891	D015208	C0037367	disease
9892	D006963	C0020505	disease
9893	D013789	C0039730	disease
9894	D019247	C0343755	disease
9895	D008679	C0025568	disease
9896	D018285	C0206702	disease
9897	D058426	C2936380	disease
9898	D018215	C0029417	disease
9899	D007952	C0023484	disease
9900	D014770	C0042755	disease
9901	D010198	C0030312	disease
9902	D009447	C0027819	disease
9903	D007592	C0022408	disease
9904	D005203	C0015634	disease
9905	D014565	C0042065	disease
9906	D053840	C1142166	disease
9907	D009187	C0026975	disease
9908	D044584	C1176475	disease
9909	D017001	C0085511	disease
9910	D015228	C0020557	disease
9911	D007835	C0023092	disease
9912	D019955	C0149654	disease
9913	D018496	C0242706	disease
9914	D010998	C0032231	disease
9915	D003320	C0010043	disease
9916	D004604	C0013882	disease
9917	D001988	C0006271	disease
9918	D019150	C0338473	disease
9919	D003967	C0011991	disease
9920	C536334	C1631597	disease
9921	D012614	C0036474	disease
9922	D051516	C0149707	disease
9923	D003968	C0011992	disease
9924	D000532	C0002351	disease
9925	D002305	C0007177	disease
9926	D005530	C0016506	disease
9927	D002832	C0008522	disease
9928	D005776	C0017205	disease
9929	D017599	C0206093	disease
